カテゴリー,分類群,vernacularName,学名,id,language,locality,countryCode,source,lexicon,contributor,created,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references
絶滅危惧IA類（CR）,維管束植物,ヤツガタケキンポウゲ,Ranunculus yatsugatakensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ミョウギカラマツ,Thalictrum minus var. chionophyllum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ウジカラマツ,Thalictrum ujiinsulare,1039454,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T05:02:33Z,https://www.inaturalist.org/taxa/1039454,https://www.inaturalist.org/taxa/1039454,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,ujiinsulare,"",2020-02-25T01:32:49Z,Thalictrum ujiinsulare,species,https://eol.org/pages/52518994
絶滅危惧IA類（CR）,維管束植物,オオカナメモチ,Photinia serratifolia,166740,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-04-09T03:12:13Z,https://www.inaturalist.org/taxa/166740,https://www.inaturalist.org/taxa/166740,https://www.inaturalist.org/taxa/126186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia,serratifolia,"",2019-03-08T07:03:54Z,Photinia serratifolia,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Photinia+serratifolia
絶滅危惧IA類（CR）,維管束植物,ホシザクラ,Prunus tamaclivorum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コバノアマミフユイチゴ,Rubus amamianus var. minor,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,チシマイチゴ,Rubus arcticus,121363,ja,Japan,JP,"",Japanese,Takaaki Hattori,2019-07-29T03:13:28Z,https://www.inaturalist.org/taxa/121363,https://www.inaturalist.org/taxa/121363,https://www.inaturalist.org/taxa/47544,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,arcticus,"",2019-12-12T16:36:37Z,Rubus arcticus,species,http://www.ubio.org/browser/details.php?namebankID=2650019
絶滅危惧IA類（CR）,維管束植物,チチジマイチゴ,Rubus nakaii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ホウザンツヅラフジ,Cocculus orbiculatus,199316,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-02T06:08:55Z,https://www.inaturalist.org/taxa/199316,https://www.inaturalist.org/taxa/199316,https://www.inaturalist.org/taxa/119961,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus,orbiculatus,"",2019-11-24T02:30:46Z,Cocculus orbiculatus,species,http://www.ubio.org/browser/details.php?namebankID=478607
絶滅危惧IA類（CR）,維管束植物,ホウライツヅラフジ,Pericampylus formosanus,570195,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:04:14Z,https://www.inaturalist.org/taxa/570195,https://www.inaturalist.org/taxa/570195,https://www.inaturalist.org/taxa/570196,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Pericampylus,glaucus,"",2019-03-10T02:41:46Z,Pericampylus glaucus,species,http://eol.org/pages/2886377
絶滅危惧IA類（CR）,維管束植物,シモツケコウホネ,Nuphar submersa,886571,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T06:21:40Z,https://www.inaturalist.org/taxa/886571,https://www.inaturalist.org/taxa/886571,https://www.inaturalist.org/taxa/57849,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,submersa,"",2020-02-19T18:36:07Z,Nuphar submersa,species,http://powo.science.kew.org/
絶滅危惧IA類（CR）,維管束植物,タイヨウフウトウカズラ,Piper postelsianum,285894,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-02T07:36:36Z,https://www.inaturalist.org/taxa/285894,https://www.inaturalist.org/taxa/285894,https://www.inaturalist.org/taxa/83584,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,umbellatum,"",2019-02-18T03:23:01Z,Piper umbellatum,species,""
絶滅危惧IA類（CR）,維管束植物,オナガサイシン,Asarum caudigerum,709006,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:16:10Z,https://www.inaturalist.org/taxa/709006,https://www.inaturalist.org/taxa/709006,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,caudigerum,"",2019-02-16T08:00:03Z,Asarum caudigerum,species,http://eol.org/pages/2872763
絶滅危惧IA類（CR）,維管束植物,スエヒロアオイ,Asarum dilatatum,892735,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:18:29Z,https://www.inaturalist.org/taxa/892735,https://www.inaturalist.org/taxa/892735,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,dilatatum,"",2019-05-22T01:30:29Z,Asarum dilatatum,species,""
絶滅危惧IA類（CR）,維管束植物,グスクカンアオイ,Asarum gusk,500703,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:27:06Z,https://www.inaturalist.org/taxa/500703,https://www.inaturalist.org/taxa/500703,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,gusk,"",2019-02-16T08:00:13Z,Asarum gusk,species,http://eol.org/pages/5104057
絶滅危惧IA類（CR）,維管束植物,シシキカンアオイ,Asarum hexalobum var. controversum,1027048,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:29:11Z,https://www.inaturalist.org/taxa/1027048,https://www.inaturalist.org/taxa/1027048,https://www.inaturalist.org/taxa/894371,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,hexalobum,controversum,2020-02-19T07:55:05Z,Asarum hexalobum controversum,variety,https://eol.org/pages/52562533
絶滅危惧IA類（CR）,維管束植物,ジュロウカンアオイ,Asarum kinoshitae,894545,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:34:34Z,https://www.inaturalist.org/taxa/894545,https://www.inaturalist.org/taxa/894545,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,kinoshitae,"",2019-05-26T03:24:02Z,Asarum kinoshitae,species,""
絶滅危惧IA類（CR）,維管束植物,オナガカンアオイ,Asarum minamitanianum,894975,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:38:45Z,https://www.inaturalist.org/taxa/894975,https://www.inaturalist.org/taxa/894975,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,minamitanianum,"",2019-05-27T16:44:47Z,Asarum minamitanianum,species,""
絶滅危惧IA類（CR）,維管束植物,フクエジマカンアオイ,Asarum mitoanum,894984,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:39:23Z,https://www.inaturalist.org/taxa/894984,https://www.inaturalist.org/taxa/894984,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,mitoanum,"",2019-05-27T17:09:16Z,Asarum mitoanum,species,""
絶滅危惧IA類（CR）,維管束植物,モノドラカンアオイ,Asarum monodoriflorum,500702,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T01:39:42Z,https://www.inaturalist.org/taxa/500702,https://www.inaturalist.org/taxa/500702,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,monodoriflorum,"",2019-02-16T08:00:27Z,Asarum monodoriflorum,species,http://eol.org/pages/5104111
絶滅危惧IA類（CR）,維管束植物,シモダカンアオイ,Asarum muramatsui var. shimodanum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ヒナカンアオイ,Asarum okinawense,500701,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T02:07:58Z,https://www.inaturalist.org/taxa/500701,https://www.inaturalist.org/taxa/500701,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,okinawense,"",2019-02-16T08:00:30Z,Asarum okinawense,species,http://eol.org/pages/5104121
絶滅危惧IA類（CR）,維管束植物,トリガミネカンアオイ,Asarum pellucidum,500700,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T02:09:10Z,https://www.inaturalist.org/taxa/500700,https://www.inaturalist.org/taxa/500700,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,pellucidum,"",2019-02-16T08:00:33Z,Asarum pellucidum,species,http://eol.org/pages/5104126
絶滅危惧IA類（CR）,維管束植物,サツマアオイ,Asarum satsumense,709010,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T02:11:36Z,https://www.inaturalist.org/taxa/709010,https://www.inaturalist.org/taxa/709010,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,satsumense,"",2019-02-16T08:00:36Z,Asarum satsumense,species,http://eol.org/pages/5104140
絶滅危惧IA類（CR）,維管束植物,センカクカンアオイ,Asarum senkakuinsulare,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,アサトカンアオイ,Asarum tabatanum,970409,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-04T02:14:43Z,https://www.inaturalist.org/taxa/970409,https://www.inaturalist.org/taxa/970409,https://www.inaturalist.org/taxa/52861,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,tabatanum,"",2019-11-28T03:40:51Z,Asarum tabatanum,species,""
絶滅危惧IA類（CR）,維管束植物,クニガミヒサカキ,Eurya zigzag,880448,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-25T02:48:50Z,https://www.inaturalist.org/taxa/880448,https://www.inaturalist.org/taxa/880448,https://www.inaturalist.org/taxa/157267,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Eurya,zigzag,"",2020-02-19T18:46:24Z,Eurya zigzag,species,https://eol.org/pages/47148081
絶滅危惧IA類（CR）,維管束植物,センカクオトギリ,Hypericum senkakuinsulare,859561,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:42:50Z,https://www.inaturalist.org/taxa/859561,https://www.inaturalist.org/taxa/859561,https://www.inaturalist.org/taxa/52761,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,senkakuinsulare,"",2019-02-03T21:09:35Z,Hypericum senkakuinsulare,species,""
絶滅危惧IA類（CR）,維管束植物,トサオトギリ,Hypericum tosaense,859586,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:42:43Z,https://www.inaturalist.org/taxa/859586,https://www.inaturalist.org/taxa/859586,https://www.inaturalist.org/taxa/52761,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,tosaense,"",2019-02-03T21:10:02Z,Hypericum tosaense,species,""
絶滅危惧IA類（CR）,維管束植物,ムジナモ,Aldrovanda vesiculosa,123278,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:09:57Z,https://www.inaturalist.org/taxa/123278,https://www.inaturalist.org/taxa/123278,https://www.inaturalist.org/taxa/123279,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Aldrovanda,vesiculosa,"",2019-02-12T06:42:16Z,Aldrovanda vesiculosa,species,http://www.ubio.org/browser/details.php?namebankID=5821398
絶滅危惧IA類（CR）,維管束植物,ヘラハタザオ,Arabis ligulifolia,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ハナナズナ,Berteroella maximowiczii,933464,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:57:21Z,https://www.inaturalist.org/taxa/933464,https://www.inaturalist.org/taxa/933464,https://www.inaturalist.org/taxa/326654,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Stevenia,maximowiczii,"",2019-09-06T18:35:06Z,Stevenia maximowiczii,species,""
絶滅危惧IA類（CR）,維管束植物,ハナハタザオ,Dontostemon dentatus,792709,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:57:23Z,https://www.inaturalist.org/taxa/792709,https://www.inaturalist.org/taxa/792709,https://www.inaturalist.org/taxa/792625,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dontostemon,dentatus,"",2019-02-16T13:09:40Z,Dontostemon dentatus,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7141911
絶滅危惧IA類（CR）,維管束植物,シリベシナズナ,Draba igarashii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ソウウンナズナ,Draba nakaiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ハマタイセイ,Isatis tinctoria,77509,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:23Z,https://www.inaturalist.org/taxa/77509,https://www.inaturalist.org/taxa/77509,https://www.inaturalist.org/taxa/72195,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Isatis,tinctoria,"",2019-09-06T18:50:05Z,Isatis tinctoria,species,""
絶滅危惧IA類（CR）,維管束植物,ヒゴミズキ,Corylopsis gotoana var. pubescens,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ナナツガママンネングサ,Sedum drymarioides,736470,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-27T03:52:54Z,https://www.inaturalist.org/taxa/736470,https://www.inaturalist.org/taxa/736470,https://www.inaturalist.org/taxa/55735,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,drymarioides,"",2019-02-16T00:21:54Z,Sedum drymarioides,species,http://eol.org/pages/2886887
絶滅危惧IA類（CR）,維管束植物,アマミチャルメルソウ,Mitella amamiana,772274,ja,Japan,JP,"",Japanese,Yoshimasa Uchiyama,2020-02-13T18:18:47Z,https://www.inaturalist.org/taxa/772274,https://www.inaturalist.org/taxa/772274,https://www.inaturalist.org/taxa/52105,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella,amamiana,"",2019-02-16T19:50:25Z,Mitella amamiana,species,""
絶滅危惧IA類（CR）,維管束植物,キヨシソウ,Saxifraga bracteata,357942,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:27:30Z,https://www.inaturalist.org/taxa/357942,https://www.inaturalist.org/taxa/357942,https://www.inaturalist.org/taxa/942796,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,bracteata,"",2019-09-21T17:54:15Z,Saxifraga bracteata,species,http://www.efloras.org/flora_page.aspx?flora_id=1
絶滅危惧IA類（CR）,維管束植物,エゾノクモマグサ,Saxifraga nishidae,772546,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:35Z,https://www.inaturalist.org/taxa/772546,https://www.inaturalist.org/taxa/772546,https://www.inaturalist.org/taxa/55434,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,nishidae,"",2019-02-16T04:47:57Z,Saxifraga nishidae,species,""
絶滅危惧IA類（CR）,維管束植物,ユウバリクモマグサ,Saxifraga yuparensis,238408,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:13:12Z,https://www.inaturalist.org/taxa/238408,https://www.inaturalist.org/taxa/238408,https://www.inaturalist.org/taxa/128874,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,bronchialis,funstonii,2019-05-15T06:04:34Z,Saxifraga bronchialis funstonii,subspecies,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Saxifraga+bronchialis+funstonii
絶滅危惧IA類（CR）,維管束植物,コミノヒメウツギ,Deutzia hatusimae,932626,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:34:57Z,https://www.inaturalist.org/taxa/932626,https://www.inaturalist.org/taxa/932626,https://www.inaturalist.org/taxa/157029,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Deutzia,hatusimae,"",2020-02-19T17:34:11Z,Deutzia hatusimae,species,""
絶滅危惧IA類（CR）,維管束植物,オキナワヒメウツギ,Deutzia naseana var. amanoi,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,トカラタマアジサイ,Hydrangea involucrata var. tokarensis,452294,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T06:41:28Z,https://www.inaturalist.org/taxa/452294,https://www.inaturalist.org/taxa/452294,https://www.inaturalist.org/taxa/452292,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,involucrata,tokarensis,2019-02-16T16:47:31Z,Hydrangea involucrata tokarensis,variety,http://www.ubio.org/browser/details.php?namebankID=9018821
絶滅危惧IA類（CR）,維管束植物,クロミノハリスグリ,Ribes horridum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コバトベラ,Pittosporum parvifolium,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,エゾモメンヅル,Astragalus japonicus,966877,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:16:05Z,https://www.inaturalist.org/taxa/966877,https://www.inaturalist.org/taxa/966877,https://www.inaturalist.org/taxa/49370,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,japonicus,"",2020-02-19T17:10:10Z,Astragalus japonicus,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/591148
絶滅危惧IA類（CR）,維管束植物,ガクタヌキマメ,Crotalaria calycina,369994,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:23:13Z,https://www.inaturalist.org/taxa/369994,https://www.inaturalist.org/taxa/369994,https://www.inaturalist.org/taxa/123472,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,calycina,"",2019-02-16T11:45:40Z,Crotalaria calycina,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/609811
絶滅危惧IA類（CR）,維管束植物,ヤエヤマタヌキマメ,Crotalaria montana var. angustifolia,1063054,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:11:10Z,https://www.inaturalist.org/taxa/1063054,https://www.inaturalist.org/taxa/1063054,https://www.inaturalist.org/taxa/191062,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,montana,angustifolia,2020-03-31T01:24:47Z,Crotalaria montana angustifolia,variety,http://plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:885036-1
絶滅危惧IA類（CR）,維管束植物,エダウチタヌキマメ,Crotalaria uncinella,736626,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:16:14Z,https://www.inaturalist.org/taxa/736626,https://www.inaturalist.org/taxa/736626,https://www.inaturalist.org/taxa/139314,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,uncinella,elliptica,2019-05-10T04:50:29Z,Crotalaria uncinella elliptica,subspecies,http://www.catalogueoflife.org/annual-checklist/browse/tree/id/591099
絶滅危惧IA類（CR）,維管束植物,モダマ,Entada tonkinensis,162325,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:10:46Z,https://www.inaturalist.org/taxa/162325,https://www.inaturalist.org/taxa/162325,https://www.inaturalist.org/taxa/127668,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Entada,phaseoloides,"",2019-02-16T13:45:53Z,Entada phaseoloides,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Entada+phaseoloides
